MonthlyIncome,MonthlyRate,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,JobLevel,TrainingTimesLastYear,YearsSinceLastPromotion,JobInvolvement,RelationshipSatisfaction,WorkLifeBalance,Education
17567,3156,563,27,26,0,12,0,0,3,4,5,0,4,2,1,4
2408,7324,329,1,1,1,0,3,1,2,1,3,0,3,3,3,3
2814,10293,457,4,4,2,3,0,2,1,1,2,1,2,2,2,2
11245,20689,1234,32,30,8,13,1,2,1,4,3,12,3,3,3,5
3312,18783,634,6,3,2,2,2,3,1,1,3,0,4,4,3,4
19049,3549,1313,23,22,7,10,1,3,1,5,4,1,3,4,2,3
2141,5348,241,6,6,4,1,1,1,1,1,3,1,2,2,2,3
5769,23447,1015,10,10,7,4,0,0,2,2,3,1,1,1,3,5
4385,24162,336,10,10,7,5,1,0,0,2,2,4,2,1,3,3
5332,21602,715,10,5,2,3,0,0,3,2,3,0,3,4,3,4
4663,12421,559,7,3,2,1,2,2,2,2,2,1,3,2,3,4
4724,17000,426,9,9,7,2,1,3,2,2,3,7,4,1,3,4
3211,22102,722,10,9,6,4,1,0,2,1,3,1,3,4,2,4
5377,3835,1387,10,7,7,7,3,0,1,2,3,7,3,4,3,5
4066,16290,1302,7,7,7,7,2,0,3,1,3,0,2,1,3,3
5208,26312,819,16,16,15,10,0,0,1,2,2,1,4,4,3,5
4877,20460,580,6,5,3,0,1,0,1,2,5,0,1,2,2,3
3117,26009,546,3,2,2,2,0,3,2,1,2,2,3,3,3,1
1569,18420,544,0,0,0,0,0,3,1,1,2,0,3,3,4,2
19658,5220,1176,27,5,2,0,1,2,3,5,2,1,3,3,3,4
3069,10302,170,11,10,8,7,1,2,2,2,3,0,2,4,3,2
10435,25800,884,18,18,15,12,2,2,0,3,2,14,2,4,3,3
4148,12250,208,15,14,11,9,1,2,2,2,5,2,3,4,3,4
5768,26493,671,9,4,3,2,3,2,2,2,2,0,3,1,2,3
5042,3140,711,10,9,2,8,0,2,0,2,2,3,3,4,1,3
5770,5388,1329,10,10,7,9,2,3,3,2,3,3,2,1,3,2
7756,14199,397,10,5,4,2,1,2,3,3,6,0,2,4,4,2
10306,21530,737,15,13,12,0,0,0,3,3,3,6,2,3,3,3
3936,9953,1470,8,8,4,7,1,1,1,1,2,7,3,1,1,3
7945,19948,448,18,4,2,3,0,3,2,3,2,3,3,4,2,3
5743,10503,602,14,10,7,2,0,3,0,2,3,0,3,3,3,5
15202,5602,365,23,2,2,2,1,3,2,4,3,2,2,2,3,5
5440,22098,763,7,2,2,2,2,3,0,2,2,2,1,4,2,2
3760,17218,567,6,6,3,3,0,3,0,1,2,1,3,3,3,1
3517,22490,486,5,3,2,2,0,2,1,1,0,0,4,1,3,3
2580,6297,591,6,4,2,2,0,3,3,1,0,1,3,3,2,3
2166,3339,1329,10,4,2,3,0,0,0,1,3,0,3,2,1,3
5869,23413,469,8,5,2,4,0,2,2,2,2,1,2,3,3,3
8008,22792,711,9,3,2,2,2,0,1,3,6,0,3,3,3,4
5206,4973,772,7,7,7,7,2,2,3,2,6,0,4,3,3,1
5295,7693,492,7,5,4,0,0,1,3,2,3,1,3,3,3,3
16413,3498,301,27,4,2,2,2,1,0,4,2,1,3,2,3,4
13269,21981,813,19,14,11,11,3,0,3,3,3,1,2,3,3,5
2783,13251,1141,2,2,2,2,0,2,2,1,3,2,3,1,3,3
5433,19332,1130,11,11,8,9,1,1,3,2,2,7,3,3,3,3
2013,10950,311,15,4,3,3,0,1,0,1,4,1,3,3,3,3
13966,11652,465,30,15,11,12,1,2,2,4,3,2,2,2,3,1
4374,15411,894,4,3,2,2,0,2,3,2,6,1,2,3,3,4
6842,26308,1040,13,5,4,4,1,0,3,2,3,0,4,1,3,2
17426,18685,584,36,10,8,7,1,2,1,4,6,4,3,3,3,5
17603,3525,1291,14,14,10,11,1,2,2,4,3,6,2,1,3,2
4581,10414,880,13,11,9,7,0,3,3,2,2,6,3,1,4,4
4735,9867,1189,19,13,11,9,2,3,3,2,4,2,3,4,4,3
4187,3356,991,10,10,0,9,1,1,0,2,3,0,2,2,2,3
5505,3921,392,6,6,2,4,2,3,3,2,5,0,3,3,3,4
5470,25518,977,10,9,5,6,2,1,3,2,4,1,3,3,2,3
5476,22589,1112,10,10,0,2,2,3,0,2,2,0,3,1,3,4
2587,24941,464,17,2,2,2,1,0,3,1,2,2,3,2,2,3
2440,23826,148,4,4,3,3,0,1,3,1,3,3,2,2,3,3
15972,21086,1225,29,3,2,2,3,1,1,4,2,1,4,3,3,4
15379,22384,809,23,8,7,0,0,2,2,4,2,0,3,1,3,3
7082,11591,1206,21,2,0,2,0,2,3,3,2,0,3,4,3,2
2728,21082,727,2,2,2,2,0,0,3,1,3,0,3,1,3,1
5368,16130,530,7,6,5,2,1,3,2,2,2,1,3,3,3,3
5347,7419,1351,10,3,2,2,2,2,0,2,2,0,3,2,2,4
3195,4167,528,8,2,2,2,3,3,2,1,2,2,3,1,3,3
3989,20586,1320,5,5,4,2,0,2,3,1,2,1,2,1,3,1
3306,26176,1495,7,0,0,0,1,2,3,1,5,0,3,4,2,2
7005,3458,1395,11,4,3,2,0,3,1,3,2,1,4,3,3,4
2655,11740,708,19,9,7,7,2,2,3,1,3,7,3,3,3,2
1393,24852,1259,1,1,0,0,0,1,3,1,2,0,3,1,3,4
2570,11925,786,7,7,7,7,0,3,3,1,5,5,3,3,3,3
3537,23737,1441,8,4,2,2,1,1,0,1,1,1,2,4,3,3
3986,11912,1157,15,15,10,13,1,3,1,2,3,4,2,3,4,2
10883,20467,370,19,1,0,0,1,3,2,3,2,0,1,3,4,4
2028,13637,267,14,14,11,13,3,1,1,1,6,2,4,4,3,3
9525,7677,1278,6,6,3,3,2,3,2,2,2,1,1,3,2,4
2929,20338,678,10,10,9,7,0,3,1,1,3,8,2,2,3,3
2275,25103,427,3,3,2,2,1,3,2,1,2,0,3,2,3,3
7879,14810,921,9,8,7,7,1,3,2,3,2,6,4,2,3,3
4930,13970,146,6,5,4,4,0,3,0,1,2,1,2,3,4,4
7847,6069,1179,10,10,9,8,1,3,3,2,3,8,3,1,3,3
4401,17616,581,5,5,3,4,1,2,2,1,1,0,4,4,3,3
9241,15869,918,10,10,8,7,0,2,3,3,3,8,3,2,3,3
2974,25412,1082,9,5,3,2,1,2,3,1,2,1,3,3,3,4
4502,7439,530,17,13,7,7,0,3,2,2,2,6,3,3,2,4
10748,3395,1238,25,23,15,4,1,2,2,3,3,14,2,4,2,1
1555,11585,240,1,1,0,0,1,2,3,1,2,0,1,3,3,1
12936,24164,1093,25,23,5,10,0,2,2,4,3,14,1,3,1,3
2305,6217,390,3,3,2,2,3,2,3,1,3,0,1,3,4,4
16704,17119,1005,21,21,6,6,0,1,3,4,2,8,2,3,3,2
3433,17360,585,10,5,2,3,1,2,0,1,3,1,3,1,2,3
3477,18103,741,6,5,2,3,1,2,1,1,2,0,3,4,4,4
6430,20794,552,10,3,2,2,1,1,2,2,4,1,1,2,3,3
6516,5041,369,18,1,0,0,1,0,1,2,3,0,3,2,3,2
3907,3622,506,6,6,2,2,3,0,1,1,2,1,3,2,4,1
5562,9697,717,19,10,7,9,0,1,2,2,3,0,3,4,3,4
6883,5151,1370,17,7,7,7,1,2,3,2,3,0,3,2,3,4
2862,3811,793,10,10,0,8,1,3,1,1,2,0,3,2,2,1
4978,3536,543,4,1,0,0,1,1,2,2,3,0,3,4,1,4
10368,5596,1277,13,10,6,3,1,3,2,3,5,0,3,2,2,3
6134,8658,1456,16,2,2,2,3,0,1,2,3,2,2,2,3,5
6735,12147,964,10,0,0,0,0,1,0,2,2,0,1,2,3,2
3295,12862,160,3,3,2,2,0,1,2,1,3,1,3,3,1,1
5238,6670,163,9,5,4,4,0,3,3,2,3,1,3,4,2,1
6472,8989,792,9,9,8,8,1,3,3,2,2,5,3,4,3,3
9610,3840,371,10,4,3,2,1,2,3,3,2,0,1,3,1,3
19833,4349,611,21,21,8,8,0,1,1,5,3,12,3,2,2,4
9756,6595,176,9,5,0,3,2,2,2,3,2,0,1,3,4,3
4968,26427,1312,10,9,7,7,0,0,3,1,2,0,2,4,3,4
2145,2097,897,3,2,2,1,1,3,0,1,2,2,3,4,3,3
2180,9732,600,6,4,2,2,1,3,2,1,0,1,2,3,2,3
8346,20943,1003,6,5,2,2,1,2,0,2,3,0,3,3,3,3
3445,6152,1054,6,6,2,4,0,3,2,1,5,1,3,3,2,3
2760,14630,428,2,2,2,2,0,1,1,1,3,2,1,3,3,3
6294,23060,461,10,3,2,2,0,2,3,2,5,0,4,4,4,3
7140,3088,979,12,7,7,7,1,0,2,3,2,1,2,1,3,2
2932,5586,181,6,5,0,2,3,3,3,1,3,1,4,1,3,4
5147,10697,1283,13,11,7,7,0,1,3,2,2,1,3,4,2,3
4507,8191,1313,8,5,1,4,0,3,3,2,1,0,3,3,4,4
8564,10092,211,11,0,0,0,0,0,0,3,2,0,3,3,2,3
2468,15963,594,9,6,1,5,1,1,2,1,4,0,2,2,2,2
8161,19002,1079,10,1,0,0,3,2,0,3,2,0,3,1,3,4
2109,10007,590,1,1,0,0,1,0,3,1,2,0,2,3,3,3
5294,9128,305,10,7,0,7,1,2,2,2,3,1,4,3,3,3
2718,17674,953,12,7,7,7,0,1,1,1,3,0,3,2,3,4
5811,24539,833,15,1,0,0,1,3,1,2,2,1,1,3,3,3
2437,15587,807,6,1,0,0,1,2,2,1,4,0,2,4,3,3
2766,8952,855,7,5,3,4,3,1,1,1,6,0,3,2,2,3
19038,19805,478,34,1,0,0,3,0,2,5,2,0,2,2,3,3
3055,6194,775,11,9,8,7,2,1,3,2,2,1,3,4,2,3
2289,20520,548,5,5,3,4,2,0,2,1,2,0,3,2,3,4
4001,12313,1375,15,15,14,7,1,2,3,2,3,0,3,3,3,3
12965,22308,661,27,3,2,2,3,2,0,4,2,0,2,4,2,4
3539,5033,244,10,9,7,8,0,3,1,1,5,1,3,2,3,3
6029,25353,511,6,2,2,2,0,3,3,2,3,2,1,1,3,2
2679,4567,337,1,1,0,0,0,1,1,1,3,1,3,2,3,1
3702,16376,1153,5,5,4,4,1,2,3,1,3,0,2,2,3,2
2398,15999,1294,1,1,0,0,0,0,2,1,6,0,3,3,3,1
5468,13402,196,13,12,7,7,2,3,0,2,3,5,2,1,3,4
13116,22984,942,15,2,2,2,0,2,0,3,2,2,3,4,3,3
4189,8800,589,5,5,2,3,2,1,1,2,2,0,2,1,3,2
19328,14218,734,24,2,1,2,1,3,2,5,3,2,3,3,3,4
8321,25949,1383,15,12,8,7,1,0,3,3,1,5,3,4,3,3
2342,11092,429,6,5,3,3,3,1,2,1,2,2,3,3,2,2
4071,12832,1239,19,10,0,7,0,1,2,2,4,4,3,3,2,2
5813,13492,303,10,10,7,7,0,3,2,2,2,7,3,4,3,3
3143,6076,867,14,10,8,6,1,0,3,1,1,7,4,2,3,4
2044,5531,1181,5,5,3,3,1,3,2,1,6,0,3,3,4,3
13464,7914,1253,9,4,3,2,0,2,2,3,3,2,3,3,3,1
7991,25166,849,6,2,2,2,0,1,1,2,3,2,2,3,3,2
3377,25605,616,7,4,3,2,1,0,2,1,5,0,3,4,2,2
5538,5696,1128,10,0,0,0,2,0,1,2,2,0,4,3,2,3
5762,24442,1180,15,7,7,7,1,3,1,2,6,1,3,3,3,2
2592,7129,1336,13,11,10,8,3,1,0,1,3,3,3,4,3,3
5346,6208,234,11,7,1,7,1,0,3,2,3,0,3,3,2,4
4213,4992,370,10,10,3,8,0,0,3,2,4,0,3,2,1,4
4127,19188,766,7,2,1,2,1,3,2,2,6,2,3,4,3,3
2438,24978,343,7,3,2,2,0,2,0,1,2,1,3,3,2,3
6870,15530,447,11,3,2,2,0,1,1,2,3,1,4,1,1,3
10447,26458,796,23,22,14,5,1,2,2,3,3,13,3,4,4,1
9667,2739,1092,9,7,7,2,0,2,0,3,3,0,3,2,3,3
2148,6889,920,6,5,1,4,0,1,3,1,3,1,3,3,3,2
8926,10842,261,13,9,7,7,1,1,3,2,2,3,3,4,4,2
6513,9060,1194,12,5,3,3,1,3,2,2,3,0,3,4,3,3
6799,22128,810,10,10,8,8,2,2,1,2,5,4,4,3,3,2
16291,22577,350,37,16,9,14,1,1,1,4,0,14,3,4,2,3
2705,9696,185,6,5,4,3,1,2,1,1,2,0,1,2,4,4
10333,19271,1001,28,22,11,10,1,1,2,3,4,14,2,3,3,3
4448,10748,750,15,7,4,7,1,0,1,2,3,7,3,2,3,3
6854,15696,431,14,7,1,7,1,3,3,2,2,1,3,2,2,4
9637,8277,1125,9,3,2,2,2,0,0,3,3,2,3,4,3,4
3591,12719,1217,3,3,2,2,1,0,2,1,3,1,3,3,3,3
5405,4244,723,20,4,2,3,2,3,1,2,4,0,1,1,2,4
4684,9125,572,5,5,3,2,0,3,2,2,4,1,3,1,3,3
15787,21624,1216,23,2,2,2,0,2,0,4,3,2,3,2,3,4
1514,8018,1431,0,0,0,0,0,2,1,1,4,0,3,3,1,3
2956,21495,359,2,1,0,0,0,0,3,1,4,0,4,3,3,5
2335,3157,350,4,2,2,0,3,0,0,1,3,2,2,4,3,3
5154,19665,589,10,8,7,7,2,2,2,2,3,5,3,2,4,4
6962,19573,430,15,1,0,0,1,1,3,2,2,0,3,4,3,4
5675,19246,1422,7,7,7,7,1,3,0,2,5,7,3,3,3,4
2379,19826,1297,6,5,4,2,0,3,3,1,3,0,3,3,2,2
3812,7003,574,11,11,8,10,0,3,3,1,3,3,3,2,4,1
4648,26075,1318,4,0,0,0,0,3,3,2,2,0,3,3,4,4
2936,6161,355,10,6,3,3,2,2,2,1,1,3,3,2,2,4
2105,5411,207,7,2,2,0,0,2,1,1,2,2,3,3,3,4
8578,19989,706,12,9,8,7,1,3,3,3,4,4,3,3,2,2
2706,10494,280,3,3,2,2,1,3,2,1,2,2,3,2,3,2
6384,21143,726,11,7,0,6,2,2,3,2,3,1,1,4,3,1
3968,13624,1142,8,0,0,0,0,2,3,1,3,0,3,4,3,3
9907,26186,414,7,2,2,2,0,1,2,2,3,2,2,3,2,4
13225,7739,1319,25,19,17,8,1,0,0,4,5,2,4,4,3,3
3540,7018,728,9,9,8,8,1,2,1,2,5,5,2,4,3,1
2804,15434,352,1,1,0,0,0,1,3,1,3,0,2,4,3,1
19392,22539,823,21,16,12,14,0,2,0,5,2,6,2,4,3,3
19665,13583,1224,29,22,10,9,0,1,3,5,3,12,2,4,3,3
2439,14753,459,1,1,0,0,0,3,3,1,3,1,2,2,2,2
7314,14011,1254,14,8,7,7,3,1,2,3,2,0,3,3,3,3
4774,23844,1131,8,7,6,3,1,0,3,1,2,7,2,4,2,3
3902,5141,835,7,2,2,2,3,3,3,2,2,2,3,2,3,4
2662,7975,836,19,5,2,4,1,3,1,1,2,0,2,2,4,4
2856,3692,1172,1,1,0,0,1,1,1,1,3,0,3,4,3,3
1081,16019,945,1,1,0,0,0,3,1,1,3,0,3,3,2,3
2472,26092,391,1,1,0,0,0,1,3,1,2,0,3,1,3,1
5673,6060,1266,10,10,9,7,1,2,1,2,4,1,2,1,3,4
4197,18624,311,10,10,8,2,1,2,1,2,2,0,3,1,3,3
9713,24444,1480,9,5,3,0,3,3,2,3,3,1,3,4,3,3
2062,19384,592,11,3,2,2,0,0,3,1,2,1,3,2,3,3
4284,13588,783,16,5,3,4,1,0,3,2,2,0,3,3,3,4
4788,25388,219,4,3,2,2,0,1,3,2,2,0,2,4,3,2
5906,23888,556,10,9,8,8,2,3,1,2,2,3,2,4,2,2
3886,4223,1213,10,10,1,8,0,3,1,2,2,0,2,4,2,1
16823,18991,1137,22,19,7,16,1,0,0,4,3,11,3,1,3,4
2933,14908,482,1,1,0,0,1,2,1,1,3,1,2,3,2,2
6500,26997,511,9,8,7,7,0,2,0,2,5,0,4,2,2,2
17174,2437,117,24,22,17,7,1,3,3,4,3,4,3,2,3,3
5033,9364,170,10,2,0,2,1,0,1,2,5,2,4,4,3,4
2307,14460,967,5,5,2,0,1,0,3,1,2,3,1,2,3,4
2587,10261,1162,5,4,2,0,0,3,0,1,3,1,3,4,3,2
5507,16822,335,12,4,2,3,2,1,2,2,1,1,2,3,1,2
4393,26841,337,14,5,4,4,1,1,2,2,3,1,3,3,3,3
13348,14842,1396,18,13,7,7,1,0,2,3,3,5,3,2,4,3
6583,20115,1079,8,5,2,4,1,3,2,2,2,1,3,4,3,2
8103,16495,735,9,4,2,1,0,3,3,2,3,0,2,3,2,1
3978,16031,471,4,2,2,2,1,2,0,1,0,2,4,2,2,3
2544,7102,1096,8,7,7,7,1,3,2,1,3,7,4,1,3,3
5399,14511,1297,12,4,2,3,0,2,1,2,3,0,3,3,3,4
5487,10410,217,10,10,4,9,0,2,1,2,2,0,3,2,2,4
6834,19255,783,7,7,7,7,1,3,2,2,2,0,2,3,3,2
1091,10642,746,1,1,0,0,0,0,2,1,3,0,4,4,3,3
5736,3987,1251,10,3,2,2,1,2,0,2,1,1,1,3,3,4
2226,6073,1354,6,5,3,2,1,1,1,1,3,1,3,3,2,4
5747,26496,735,16,15,10,11,0,3,2,2,3,6,2,2,3,4
9854,23352,1475,6,2,0,2,0,2,3,2,0,2,3,4,3,2
5467,2125,1169,16,8,7,7,1,1,2,2,4,1,3,3,4,4
5380,20328,1443,6,0,0,0,1,0,3,2,3,0,2,3,3,5
5151,12315,867,10,10,0,9,1,0,0,2,3,7,3,4,3,2
2133,18115,1394,20,20,11,7,1,1,3,2,3,0,2,3,3,3
17875,11761,605,29,1,0,0,1,3,3,4,2,0,3,3,2,3
2432,15318,238,8,4,1,3,0,2,0,1,2,0,4,1,3,2
4771,14293,1206,10,5,2,3,2,3,1,1,0,0,3,4,4,2
19161,13738,1064,28,5,4,3,0,3,1,5,3,4,3,4,3,1
5087,2900,419,14,0,0,0,2,3,1,2,4,0,3,3,3,4
2863,19555,1337,1,1,0,0,0,1,0,1,2,0,2,1,3,3
5561,15975,682,6,5,3,4,1,0,1,2,2,0,3,4,1,4
2144,2122,1103,5,5,3,4,0,2,2,1,3,1,3,3,2,3
3065,3995,976,4,4,2,3,1,0,2,1,3,2,3,4,4,2
2810,9238,1351,5,5,4,2,0,1,0,1,3,0,4,2,3,4
9888,6770,937,14,14,8,1,0,3,0,3,3,2,3,1,2,3
8628,22914,1239,9,8,7,1,1,2,3,3,2,1,3,3,2,4
2867,20006,157,8,7,7,6,0,0,2,1,6,7,3,4,2,3
5373,6225,136,6,5,3,2,1,0,0,2,5,0,3,1,2,3
6667,16542,1146,9,5,1,2,1,3,2,2,6,1,3,2,3,4
5003,5771,1125,10,10,8,7,0,0,3,2,6,8,1,2,3,3
2367,18779,1404,6,4,1,3,1,3,2,1,2,0,2,1,2,3
2858,11473,1404,20,1,0,0,0,0,0,1,3,0,2,1,2,3
5204,13586,1224,10,10,8,9,0,3,2,2,2,0,3,4,3,4
4105,5099,954,7,7,7,7,0,3,3,2,5,0,3,1,3,3
9679,10138,1373,8,1,0,0,0,3,3,2,1,0,2,2,3,4
5617,21075,754,10,10,7,8,0,3,0,2,4,0,3,3,3,4
10448,5843,1168,15,2,2,2,0,0,0,3,2,2,3,2,2,4
2897,22474,155,9,4,3,3,2,2,0,2,6,2,3,3,2,2
5968,18079,1303,9,9,7,8,3,2,3,2,2,2,3,3,3,2
7510,16873,574,10,10,9,9,1,2,0,3,1,0,3,2,3,3
2991,5224,1444,7,6,2,2,1,1,3,1,2,1,3,2,3,4
19636,25811,189,35,10,9,4,1,1,2,5,0,1,4,1,3,4
1129,17536,1276,1,1,0,0,3,3,3,1,4,0,1,3,3,1
13341,25098,119,21,20,8,10,0,0,1,4,3,11,3,1,3,4
4332,14811,335,20,20,9,7,0,2,3,2,2,3,2,4,3,2
11031,26862,697,13,11,7,8,1,2,2,3,2,4,3,3,4,3
4440,25198,157,9,5,2,4,0,0,2,2,3,1,3,4,3,3
4617,14120,771,4,4,3,2,0,2,1,2,2,1,2,2,2,2
2647,13672,571,5,5,2,4,0,3,3,1,6,1,3,3,4,2
6323,26849,692,10,10,9,4,1,2,3,2,2,9,3,1,4,3
5677,4258,444,15,11,8,10,1,1,1,2,4,5,3,3,3,2
2187,19655,309,6,2,0,2,0,1,2,1,3,1,3,3,3,3
3748,4077,911,12,12,8,7,0,1,3,1,6,1,3,3,2,2
3977,7298,977,7,2,2,2,1,2,3,1,2,0,3,3,2,1
8633,13084,1180,25,17,14,11,0,2,0,3,3,12,3,2,3,3
2008,20439,1313,1,1,1,0,3,2,1,1,2,0,2,3,2,2
4440,7636,1321,16,15,13,8,2,1,3,2,3,5,3,1,3,4
3067,6393,1154,3,2,2,2,1,2,0,1,1,1,3,3,3,2
5321,14284,508,10,8,3,7,1,2,0,2,1,7,2,4,3,4
5410,11189,557,9,4,3,2,1,0,3,2,3,1,3,3,2,4
2782,21412,642,12,5,3,0,1,3,3,1,3,1,3,1,3,3
11957,17231,1162,14,13,8,12,2,1,2,3,3,5,3,1,1,1
2660,20232,1490,5,2,2,2,1,2,3,1,3,2,3,3,3,4
3375,17624,581,4,3,2,2,0,2,3,1,2,1,3,4,4,2
5098,18698,1395,10,10,7,8,0,2,1,2,5,0,3,2,3,4
4878,21653,501,10,9,7,1,1,3,1,2,6,8,3,1,3,2
2837,15919,267,6,6,2,1,0,1,2,1,3,4,2,3,3,4
2406,4060,543,8,1,0,0,2,3,0,1,3,0,3,3,2,4
2269,18024,234,3,2,2,2,1,1,1,1,2,2,2,2,3,4
4108,5340,116,18,7,7,7,0,3,0,2,2,1,3,1,3,1
13206,3376,201,20,18,16,11,1,2,1,3,3,1,1,1,3,3
10422,24032,801,14,14,10,7,2,3,2,3,3,5,3,3,3,4
13744,15471,161,16,16,11,8,1,3,2,3,2,6,4,1,3,3
4907,13684,1382,6,5,3,4,1,2,0,2,3,0,3,2,2,2
3482,19788,585,16,9,8,0,2,3,0,1,3,0,3,2,2,4
2436,13422,1037,6,4,3,2,0,3,1,1,2,1,3,3,3,3
2380,25479,501,2,2,2,2,0,0,2,1,6,1,3,4,3,1
19431,15302,105,21,6,0,3,0,3,3,5,3,1,3,3,2,3
1790,26956,638,1,1,0,0,1,0,3,1,3,1,3,1,2,3
7644,12695,557,10,9,7,4,2,3,0,3,2,3,2,3,3,3
5131,9192,688,18,4,2,2,3,1,3,2,3,0,3,2,3,2
6306,26236,667,13,13,12,9,1,2,2,2,2,1,3,1,2,4
4787,26124,1092,4,2,2,2,3,3,0,1,3,2,3,2,4,4
18880,17312,300,24,22,6,14,0,2,0,5,2,4,3,1,2,3
2339,3666,310,14,10,9,8,1,2,3,1,4,9,3,4,1,2
13570,5640,582,21,20,7,10,1,1,0,4,3,0,2,3,3,4
6712,8978,704,8,8,7,7,2,2,3,2,2,1,2,4,3,3
5406,10436,301,15,15,12,11,1,3,3,2,4,11,1,1,2,4
8938,12227,930,14,5,4,4,1,1,2,2,5,0,2,3,3,3
2439,11288,529,4,4,2,2,0,0,3,1,4,1,3,4,3,3
8837,16642,1146,9,9,0,7,0,3,2,3,2,1,3,3,3,4
5343,5982,345,10,10,7,9,1,3,0,2,1,1,3,3,3,2
6728,14255,878,12,6,3,1,2,2,1,2,3,0,3,4,3,4
6652,14369,1120,8,6,3,0,1,3,1,2,2,0,2,1,2,4
4850,23333,374,8,5,3,1,0,2,3,2,3,0,3,3,3,3
2809,2725,1322,8,2,2,2,0,2,2,1,2,2,2,4,3,4
5689,24594,1199,10,10,2,2,2,2,2,2,2,0,3,4,4,4
2001,12549,1194,20,5,3,2,3,2,2,1,2,0,3,2,3,4
2977,8952,287,4,4,3,1,1,3,2,1,5,1,1,4,3,4
4025,23679,1378,10,4,3,3,1,1,3,2,2,0,2,1,3,2
3785,8489,468,5,5,4,4,0,0,3,1,3,0,2,2,1,4
10854,16586,410,20,3,2,0,1,0,3,3,3,2,2,2,3,3
12031,8828,722,21,20,9,6,1,3,1,4,2,9,2,1,2,1
9936,3787,325,10,9,4,7,0,0,1,2,2,1,3,2,3,3
2966,21378,1167,5,4,2,0,0,2,3,1,2,0,2,4,3,3
2571,12290,884,17,5,2,3,1,3,2,2,3,0,4,3,3,2
9991,21457,613,9,7,7,7,1,0,3,3,5,1,2,1,3,1
6142,5174,155,6,6,2,3,1,1,1,2,0,0,4,2,3,3
5390,13243,1023,17,9,6,8,0,1,3,2,3,0,2,4,2,3
4404,10228,628,6,4,3,2,0,2,1,2,3,1,4,1,4,3
2403,4302,1120,8,2,2,2,0,0,2,1,2,2,2,4,1,2
2616,23156,1078,2,1,1,0,1,2,1,1,3,0,2,3,2,1
2260,3409,631,2,1,0,0,0,2,2,1,3,0,3,2,2,2
4094,16689,773,7,1,1,0,0,1,1,1,2,1,2,3,2,3
2356,14570,775,3,3,1,0,0,1,3,1,2,2,1,2,2,3
2424,23270,447,1,1,0,0,0,2,1,1,3,0,1,2,1,3
2230,3187,1192,7,3,2,2,0,0,0,1,1,0,2,2,1,3
5580,10372,791,10,7,6,4,0,2,1,2,2,3,3,2,3,2
17497,25383,646,26,22,10,8,0,2,0,4,2,6,1,4,3,1
2569,18410,587,1,1,0,0,0,2,0,1,2,0,2,2,3,2
2680,10412,1144,5,4,2,0,0,2,0,1,3,0,3,3,3,2
2218,6931,934,5,4,0,3,0,1,2,1,2,0,2,2,3,2
2687,25444,154,1,1,0,0,0,1,2,1,0,0,3,4,3,3
2852,4223,1255,1,0,0,0,0,2,2,1,4,0,2,2,2,3
3071,3214,1053,7,7,6,5,0,0,0,1,3,6,3,1,2,2
10963,25014,1142,18,6,2,3,0,2,0,3,2,1,1,3,2,3
9988,11855,733,24,7,6,6,1,0,1,3,0,3,2,3,2,3
2670,7074,944,1,1,0,0,1,0,0,1,2,0,2,1,3,2
1380,10446,654,1,1,0,0,0,0,2,1,3,0,3,3,3,3
3272,17170,635,7,4,4,4,1,1,1,1,2,4,3,1,2,3
10493,15549,513,27,18,4,4,1,1,2,3,3,1,2,2,3,4
3631,21268,467,5,1,1,1,1,2,1,1,1,1,2,2,1,3
19113,16333,1368,22,20,13,7,0,1,1,4,0,13,3,4,2,3
2318,8497,1371,0,0,0,0,0,2,2,1,3,0,3,2,2,1
5108,17336,649,5,1,1,0,0,1,1,2,4,0,3,2,2,3
2486,4633,330,3,3,2,2,0,0,1,1,3,0,2,2,2,2
2469,26080,383,1,1,0,0,0,1,3,1,2,0,3,1,3,1
10571,25259,1072,16,3,2,2,0,2,0,2,2,0,1,3,2,4
2224,3124,840,10,1,0,0,1,3,1,1,3,1,3,1,2,3
2301,6709,816,1,1,0,0,0,0,1,1,1,0,2,3,3,2
4525,10391,862,12,10,8,6,0,2,2,1,2,5,2,1,3,4
2017,6554,732,3,3,1,2,0,1,1,1,2,0,2,2,3,2
2245,20735,712,2,0,0,0,0,0,1,1,3,0,1,1,2,1
2550,4276,1165,5,1,1,1,0,0,2,1,2,1,2,3,1,3
4894,7685,904,7,5,2,4,1,1,2,2,1,1,2,1,3,3
11220,2353,1174,23,20,6,7,0,0,1,3,1,5,2,3,2,2
6321,9859,929,10,4,3,2,0,1,1,2,2,1,3,3,3,2
2171,22083,601,3,2,2,2,0,2,2,1,2,0,2,3,1,3
4283,5622,312,5,1,1,0,1,0,0,1,4,0,2,3,3,3
14209,4338,1294,19,11,5,6,0,0,0,3,2,1,2,1,2,3
2021,21820,675,14,4,3,0,0,0,2,1,3,0,2,1,1,3
2652,25342,222,1,1,1,1,0,1,0,1,1,1,2,3,1,2
2400,22140,784,7,4,3,3,0,2,2,1,2,0,2,3,1,3
4734,23744,1413,6,4,2,1,0,2,3,2,2,1,3,3,3,3
9359,5641,766,13,13,7,7,1,3,2,3,4,4,2,1,3,1
